Year,month,value,var,district
1855,11,24.9,Rainfall,Midlands
1856,11,32.1,Rainfall,Midlands
1857,11,41.9,Rainfall,Midlands
1858,11,25.6,Rainfall,Midlands
1859,11,71.1,Rainfall,Midlands
1860,11,68.0,Rainfall,Midlands
1861,11,83.8,Rainfall,Midlands
1862,11,25.4,Rainfall,Midlands
1863,11,64.5,Rainfall,Midlands
1864,11,69.7,Rainfall,Midlands
1865,11,72.4,Rainfall,Midlands
1866,11,74.8,Rainfall,Midlands
1867,11,26.5,Rainfall,Midlands
1868,11,47.8,Rainfall,Midlands
1869,11,67.0,Rainfall,Midlands
1870,11,56.5,Rainfall,Midlands
1871,11,26.6,Rainfall,Midlands
1872,11,114.4,Rainfall,Midlands
1873,11,56.3,Rainfall,Midlands
1874,11,76.9,Rainfall,Midlands
1875,11,113.4,Rainfall,Midlands
1876,11,96.3,Rainfall,Midlands
1877,11,93.6,Rainfall,Midlands
1878,11,82.1,Rainfall,Midlands
1879,11,29.5,Rainfall,Midlands
1880,11,69.9,Rainfall,Midlands
1881,11,86.0,Rainfall,Midlands
1882,11,112.7,Rainfall,Midlands
1883,11,95.4,Rainfall,Midlands
1884,11,40.1,Rainfall,Midlands
1885,11,86.7,Rainfall,Midlands
1886,11,61.6,Rainfall,Midlands
1887,11,58.3,Rainfall,Midlands
1888,11,137.4,Rainfall,Midlands
1889,11,29.5,Rainfall,Midlands
1890,11,91.4,Rainfall,Midlands
1891,11,71.9,Rainfall,Midlands
1892,11,49.3,Rainfall,Midlands
1893,11,48.7,Rainfall,Midlands
1894,11,81.3,Rainfall,Midlands
1895,11,103.9,Rainfall,Midlands
1896,11,32.2,Rainfall,Midlands
1897,11,53.0,Rainfall,Midlands
1898,11,62.3,Rainfall,Midlands
1899,11,51.1,Rainfall,Midlands
1900,11,69.3,Rainfall,Midlands
1901,11,55.4,Rainfall,Midlands
1902,11,56.5,Rainfall,Midlands
1903,11,52.7,Rainfall,Midlands
1904,11,44.4,Rainfall,Midlands
1905,11,85.1,Rainfall,Midlands
1906,11,85.3,Rainfall,Midlands
1907,11,63.8,Rainfall,Midlands
1908,11,41.7,Rainfall,Midlands
1909,11,23.1,Rainfall,Midlands
1910,11,107.0,Rainfall,Midlands
1911,11,80.6,Rainfall,Midlands
1912,11,57.0,Rainfall,Midlands
1913,11,73.4,Rainfall,Midlands
1914,11,92.9,Rainfall,Midlands
1915,11,63.1,Rainfall,Midlands
1916,11,83.3,Rainfall,Midlands
1917,11,43.5,Rainfall,Midlands
1918,11,50.2,Rainfall,Midlands
1919,11,49.9,Rainfall,Midlands
1920,11,32.0,Rainfall,Midlands
1921,11,52.7,Rainfall,Midlands
1922,11,36.3,Rainfall,Midlands
1923,11,66.1,Rainfall,Midlands
1924,11,59.8,Rainfall,Midlands
1925,11,50.8,Rainfall,Midlands
1926,11,131.6,Rainfall,Midlands
1927,11,85.4,Rainfall,Midlands
1928,11,99.3,Rainfall,Midlands
1929,11,167.2,Rainfall,Midlands
1930,11,94.5,Rainfall,Midlands
1931,11,107.3,Rainfall,Midlands
1932,11,52.8,Rainfall,Midlands
1933,11,38.0,Rainfall,Midlands
1934,11,51.5,Rainfall,Midlands
1935,11,132.5,Rainfall,Midlands
1936,11,81.1,Rainfall,Midlands
1937,11,41.7,Rainfall,Midlands
1938,11,90.5,Rainfall,Midlands
1939,11,120.4,Rainfall,Midlands
1940,11,167.5,Rainfall,Midlands
1941,11,76.2,Rainfall,Midlands
1942,11,38.6,Rainfall,Midlands
1943,11,52.9,Rainfall,Midlands
1944,11,119.7,Rainfall,Midlands
1945,11,11.0,Rainfall,Midlands
1946,11,144.0,Rainfall,Midlands
1947,11,62.9,Rainfall,Midlands
1948,11,42.1,Rainfall,Midlands
1949,11,90.2,Rainfall,Midlands
1950,11,115.7,Rainfall,Midlands
1951,11,168.8,Rainfall,Midlands
1952,11,65.0,Rainfall,Midlands
1953,11,51.7,Rainfall,Midlands
1954,11,145.3,Rainfall,Midlands
1955,11,57.1,Rainfall,Midlands
1956,11,24.8,Rainfall,Midlands
1957,11,53.9,Rainfall,Midlands
1958,11,47.5,Rainfall,Midlands
1959,11,87.9,Rainfall,Midlands
1960,11,118.0,Rainfall,Midlands
1961,11,47.3,Rainfall,Midlands
1962,11,50.3,Rainfall,Midlands
1963,11,128.7,Rainfall,Midlands
1964,11,39.9,Rainfall,Midlands
1965,11,86.6,Rainfall,Midlands
1966,11,69.6,Rainfall,Midlands
1967,11,56.4,Rainfall,Midlands
1968,11,69.3,Rainfall,Midlands
1969,11,103.9,Rainfall,Midlands
1970,11,147.4,Rainfall,Midlands
1971,11,72.9,Rainfall,Midlands
1972,11,75.9,Rainfall,Midlands
1973,11,42.7,Rainfall,Midlands
1974,11,95.6,Rainfall,Midlands
1975,11,48.6,Rainfall,Midlands
1976,11,50.5,Rainfall,Midlands
1977,11,86.5,Rainfall,Midlands
1978,11,45.6,Rainfall,Midlands
1979,11,71.1,Rainfall,Midlands
1980,11,72.5,Rainfall,Midlands
1981,11,54.6,Rainfall,Midlands
1982,11,96.5,Rainfall,Midlands
1983,11,42.6,Rainfall,Midlands
1984,11,127.1,Rainfall,Midlands
1985,11,66.3,Rainfall,Midlands
1986,11,95.0,Rainfall,Midlands
1987,11,64.5,Rainfall,Midlands
1988,11,39.2,Rainfall,Midlands
1989,11,50.3,Rainfall,Midlands
1990,11,47.6,Rainfall,Midlands
1991,11,77.0,Rainfall,Midlands
1992,11,113.9,Rainfall,Midlands
1993,11,60.7,Rainfall,Midlands
1994,11,75.8,Rainfall,Midlands
1995,11,65.2,Rainfall,Midlands
1996,11,95.4,Rainfall,Midlands
1997,11,88.4,Rainfall,Midlands
1998,11,60.5,Rainfall,Midlands
1999,11,47.7,Rainfall,Midlands
2000,11,143.9,Rainfall,Midlands
2001,11,45.8,Rainfall,Midlands
2002,11,115.3,Rainfall,Midlands
2003,11,69.9,Rainfall,Midlands
2004,11,46.4,Rainfall,Midlands
2005,11,65.5,Rainfall,Midlands
2006,11,82.8,Rainfall,Midlands
2007,11,64.6,Rainfall,Midlands
2008,11,76.3,Rainfall,Midlands
2009,11,141.0,Rainfall,Midlands
2010,11,71.3,Rainfall,Midlands
2011,11,42.9,Rainfall,Midlands
2012,11,113.2,Rainfall,Midlands
2013,11,58.8,Rainfall,Midlands
2014,11,92.8,Rainfall,Midlands
2015,11,107.5,Rainfall,Midlands
2016,11,96.6,Rainfall,Midlands
2017,11,55.0,Rainfall,Midlands
2018,11,62.5,Rainfall,Midlands
2019,11,125.1,Rainfall,Midlands
2020,11,53.8,Rainfall,Midlands
2021,11,34.5,Rainfall,Midlands
2022,11,123.5,Rainfall,Midlands
2023,11,87.2,Rainfall,Midlands
2024,11,77.5,Rainfall,Midlands
2025,11,143.0,Rainfall,Midlands
2026,11,,Rainfall,Midlands
1836,12,59.5,Rainfall,Midlands
1837,12,72.9,Rainfall,Midlands
1838,12,39.4,Rainfall,Midlands
1839,12,64.8,Rainfall,Midlands
1840,12,15.9,Rainfall,Midlands
1841,12,78.4,Rainfall,Midlands
1842,12,38.1,Rainfall,Midlands
1843,12,13.1,Rainfall,Midlands
1844,12,10.6,Rainfall,Midlands
1845,12,95.5,Rainfall,Midlands
1846,12,26.2,Rainfall,Midlands
1847,12,103.1,Rainfall,Midlands
1848,12,73.3,Rainfall,Midlands
1849,12,84.4,Rainfall,Midlands
1850,12,48.6,Rainfall,Midlands
1851,12,34.9,Rainfall,Midlands
1852,12,88.3,Rainfall,Midlands
1853,12,25.7,Rainfall,Midlands
1854,12,64.3,Rainfall,Midlands
1855,12,27.0,Rainfall,Midlands
1856,12,65.8,Rainfall,Midlands
1857,12,20.3,Rainfall,Midlands
1858,12,60.6,Rainfall,Midlands
1859,12,66.0,Rainfall,Midlands
1860,12,75.5,Rainfall,Midlands
1861,12,45.8,Rainfall,Midlands
1862,12,50.6,Rainfall,Midlands
1863,12,42.1,Rainfall,Midlands
1864,12,51.0,Rainfall,Midlands
1865,12,37.3,Rainfall,Midlands
1866,12,67.1,Rainfall,Midlands
1867,12,54.2,Rainfall,Midlands
1868,12,168.1,Rainfall,Midlands
1869,12,108.2,Rainfall,Midlands
1870,12,62.8,Rainfall,Midlands
1871,12,44.0,Rainfall,Midlands
1872,12,105.0,Rainfall,Midlands
1873,12,18.6,Rainfall,Midlands
1874,12,63.8,Rainfall,Midlands
1875,12,36.2,Rainfall,Midlands
1876,12,157.8,Rainfall,Midlands
1877,12,60.7,Rainfall,Midlands
1878,12,50.3,Rainfall,Midlands
1879,12,32.6,Rainfall,Midlands
1880,12,97.5,Rainfall,Midlands
1881,12,82.7,Rainfall,Midlands
1882,12,103.0,Rainfall,Midlands
1883,12,35.2,Rainfall,Midlands
1884,12,74.9,Rainfall,Midlands
1885,12,27.3,Rainfall,Midlands
1886,12,109.9,Rainfall,Midlands
1887,12,50.1,Rainfall,Midlands
1888,12,62.0,Rainfall,Midlands
1889,12,47.7,Rainfall,Midlands
1890,12,21.1,Rainfall,Midlands
1891,12,109.2,Rainfall,Midlands
1892,12,35.9,Rainfall,Midlands
1893,12,78.8,Rainfall,Midlands
1894,12,61.1,Rainfall,Midlands
1895,12,65.8,Rainfall,Midlands
1896,12,99.1,Rainfall,Midlands
1897,12,87.8,Rainfall,Midlands
1898,12,73.6,Rainfall,Midlands
1899,12,60.9,Rainfall,Midlands
1900,12,114.0,Rainfall,Midlands
1901,12,117.3,Rainfall,Midlands
1902,12,54.4,Rainfall,Midlands
1903,12,45.3,Rainfall,Midlands
1904,12,51.2,Rainfall,Midlands
1905,12,22.2,Rainfall,Midlands
1906,12,63.5,Rainfall,Midlands
1907,12,89.1,Rainfall,Midlands
1908,12,55.3,Rainfall,Midlands
1909,12,115.8,Rainfall,Midlands
1910,12,128.5,Rainfall,Midlands
1911,12,137.7,Rainfall,Midlands
1912,12,93.1,Rainfall,Midlands
1913,12,37.1,Rainfall,Midlands
1914,12,156.7,Rainfall,Midlands
1915,12,144.8,Rainfall,Midlands
1916,12,70.4,Rainfall,Midlands
1917,12,32.5,Rainfall,Midlands
1918,12,96.3,Rainfall,Midlands
1919,12,113.4,Rainfall,Midlands
1920,12,71.1,Rainfall,Midlands
1921,12,68.1,Rainfall,Midlands
1922,12,97.2,Rainfall,Midlands
1923,12,79.8,Rainfall,Midlands
1924,12,90.0,Rainfall,Midlands
1925,12,72.3,Rainfall,Midlands
1926,12,21.7,Rainfall,Midlands
1927,12,64.4,Rainfall,Midlands
1928,12,61.0,Rainfall,Midlands
1929,12,153.5,Rainfall,Midlands
1930,12,78.5,Rainfall,Midlands
1931,12,33.8,Rainfall,Midlands
1932,12,30.5,Rainfall,Midlands
1933,12,12.9,Rainfall,Midlands
1934,12,133.1,Rainfall,Midlands
1935,12,85.5,Rainfall,Midlands
1936,12,71.9,Rainfall,Midlands
1937,12,68.4,Rainfall,Midlands
1938,12,96.3,Rainfall,Midlands
1939,12,50.6,Rainfall,Midlands
1940,12,54.6,Rainfall,Midlands
1941,12,38.8,Rainfall,Midlands
1942,12,76.5,Rainfall,Midlands
1943,12,35.3,Rainfall,Midlands
1944,12,54.8,Rainfall,Midlands
1945,12,76.6,Rainfall,Midlands
1946,12,72.8,Rainfall,Midlands
1947,12,64.8,Rainfall,Midlands
1948,12,94.7,Rainfall,Midlands
1949,12,68.3,Rainfall,Midlands
1950,12,45.8,Rainfall,Midlands
1951,12,78.9,Rainfall,Midlands
1952,12,70.1,Rainfall,Midlands
1953,12,30.6,Rainfall,Midlands
1954,12,78.9,Rainfall,Midlands
1955,12,77.5,Rainfall,Midlands
1956,12,86.8,Rainfall,Midlands
1957,12,67.6,Rainfall,Midlands
1958,12,84.2,Rainfall,Midlands
1959,12,130.9,Rainfall,Midlands
1960,12,91.0,Rainfall,Midlands
1961,12,88.0,Rainfall,Midlands
1962,12,56.0,Rainfall,Midlands
1963,12,19.7,Rainfall,Midlands
1964,12,80.0,Rainfall,Midlands
1965,12,150.4,Rainfall,Midlands
1966,12,94.8,Rainfall,Midlands
1967,12,64.5,Rainfall,Midlands
1968,12,59.2,Rainfall,Midlands
1969,12,71.0,Rainfall,Midlands
1970,12,36.9,Rainfall,Midlands
1971,12,33.9,Rainfall,Midlands
1972,12,94.2,Rainfall,Midlands
1973,12,52.0,Rainfall,Midlands
1974,12,56.7,Rainfall,Midlands
1975,12,45.0,Rainfall,Midlands
1976,12,80.8,Rainfall,Midlands
1977,12,77.1,Rainfall,Midlands
1978,12,149.2,Rainfall,Midlands
1979,12,138.5,Rainfall,Midlands
1980,12,57.9,Rainfall,Midlands
1981,12,78.4,Rainfall,Midlands
1982,12,76.6,Rainfall,Midlands
1983,12,94.9,Rainfall,Midlands
1984,12,54.5,Rainfall,Midlands
1985,12,101.6,Rainfall,Midlands
1986,12,113.2,Rainfall,Midlands
1987,12,44.0,Rainfall,Midlands
1988,12,36.2,Rainfall,Midlands
1989,12,127.7,Rainfall,Midlands
1990,12,85.6,Rainfall,Midlands
1991,12,42.3,Rainfall,Midlands
1992,12,64.0,Rainfall,Midlands
1993,12,132.7,Rainfall,Midlands
1994,12,109.6,Rainfall,Midlands
1995,12,77.2,Rainfall,Midlands
1996,12,55.3,Rainfall,Midlands
1997,12,76.3,Rainfall,Midlands
1998,12,70.6,Rainfall,Midlands
1999,12,117.5,Rainfall,Midlands
2000,12,116.6,Rainfall,Midlands
2001,12,32.7,Rainfall,Midlands
2002,12,110.2,Rainfall,Midlands
2003,12,85.6,Rainfall,Midlands
2004,12,43.9,Rainfall,Midlands
2005,12,55.9,Rainfall,Midlands
2006,12,101.0,Rainfall,Midlands
2007,12,78.0,Rainfall,Midlands
2008,12,54.7,Rainfall,Midlands
2009,12,73.8,Rainfall,Midlands
2010,12,27.6,Rainfall,Midlands
2011,12,93.4,Rainfall,Midlands
2012,12,137.4,Rainfall,Midlands
2013,12,89.6,Rainfall,Midlands
2014,12,72.7,Rainfall,Midlands
2015,12,120.7,Rainfall,Midlands
2016,12,34.1,Rainfall,Midlands
2017,12,87.6,Rainfall,Midlands
2018,12,92.7,Rainfall,Midlands
2019,12,88.2,Rainfall,Midlands
2020,12,126.6,Rainfall,Midlands
2021,12,86.4,Rainfall,Midlands
2022,12,71.5,Rainfall,Midlands
2023,12,150.7,Rainfall,Midlands
2024,12,86.4,Rainfall,Midlands
2025,12,99.1,Rainfall,Midlands
2026,12,,Rainfall,Midlands
1836,1,120.7,Rainfall,Wales
1837,1,125.2,Rainfall,Wales
1838,1,36.3,Rainfall,Wales
1839,1,105.9,Rainfall,Wales
1840,1,159.3,Rainfall,Wales
1841,1,116.9,Rainfall,Wales
1842,1,117.0,Rainfall,Wales
1843,1,118.6,Rainfall,Wales
1844,1,88.0,Rainfall,Wales
1845,1,108.8,Rainfall,Wales
1846,1,145.3,Rainfall,Wales
1847,1,112.7,Rainfall,Wales
1848,1,76.2,Rainfall,Wales
1849,1,136.0,Rainfall,Wales
1850,1,77.4,Rainfall,Wales
1851,1,245.0,Rainfall,Wales
1852,1,220.8,Rainfall,Wales
1853,1,159.0,Rainfall,Wales
1854,1,129.9,Rainfall,Wales
1855,1,15.1,Rainfall,Wales
1856,1,127.8,Rainfall,Wales
1857,1,117.8,Rainfall,Wales
1858,1,55.9,Rainfall,Wales
1859,1,97.0,Rainfall,Wales
1860,1,157.7,Rainfall,Wales
1861,1,52.7,Rainfall,Wales
1862,1,123.2,Rainfall,Wales
1863,1,151.8,Rainfall,Wales
1864,1,93.7,Rainfall,Wales
1865,1,131.3,Rainfall,Wales
1866,1,204.6,Rainfall,Wales
1867,1,176.9,Rainfall,Wales
1868,1,153.7,Rainfall,Wales
1869,1,196.2,Rainfall,Wales
1870,1,110.8,Rainfall,Wales
1871,1,114.1,Rainfall,Wales
1872,1,237.0,Rainfall,Wales
1873,1,214.5,Rainfall,Wales
1874,1,154.1,Rainfall,Wales
1875,1,196.7,Rainfall,Wales
1876,1,79.5,Rainfall,Wales
1877,1,226.9,Rainfall,Wales
1878,1,109.4,Rainfall,Wales
1879,1,76.2,Rainfall,Wales
1880,1,31.9,Rainfall,Wales
1881,1,36.0,Rainfall,Wales
1882,1,138.7,Rainfall,Wales
1883,1,182.4,Rainfall,Wales
1884,1,185.6,Rainfall,Wales
1885,1,115.4,Rainfall,Wales
1886,1,162.0,Rainfall,Wales
1887,1,111.7,Rainfall,Wales
1888,1,59.5,Rainfall,Wales
1889,1,60.2,Rainfall,Wales
1890,1,203.2,Rainfall,Wales
1891,1,112.3,Rainfall,Wales
1892,1,96.4,Rainfall,Wales
1893,1,77.3,Rainfall,Wales
1894,1,147.8,Rainfall,Wales
1895,1,134.4,Rainfall,Wales
1896,1,56.1,Rainfall,Wales
1897,1,63.6,Rainfall,Wales
1898,1,92.7,Rainfall,Wales
1899,1,226.3,Rainfall,Wales
1900,1,150.4,Rainfall,Wales
1901,1,101.5,Rainfall,Wales
1902,1,84.7,Rainfall,Wales
1903,1,179.3,Rainfall,Wales
1904,1,164.7,Rainfall,Wales
1905,1,65.9,Rainfall,Wales
1906,1,205.1,Rainfall,Wales
1907,1,77.3,Rainfall,Wales
1908,1,101.0,Rainfall,Wales
1909,1,78.4,Rainfall,Wales
1910,1,141.5,Rainfall,Wales
1911,1,53.5,Rainfall,Wales
1912,1,128.3,Rainfall,Wales
1913,1,182.3,Rainfall,Wales
1914,1,96.9,Rainfall,Wales
1915,1,152.0,Rainfall,Wales
1916,1,109.3,Rainfall,Wales
1917,1,59.6,Rainfall,Wales
1918,1,133.3,Rainfall,Wales
1919,1,156.3,Rainfall,Wales
1920,1,182.7,Rainfall,Wales
1921,1,188.4,Rainfall,Wales
1922,1,154.1,Rainfall,Wales
1923,1,112.9,Rainfall,Wales
1924,1,143.9,Rainfall,Wales
1925,1,127.5,Rainfall,Wales
1926,1,178.6,Rainfall,Wales
1927,1,160.9,Rainfall,Wales
1928,1,266.8,Rainfall,Wales
1929,1,58.5,Rainfall,Wales
1930,1,228.7,Rainfall,Wales
1931,1,134.9,Rainfall,Wales
1932,1,202.0,Rainfall,Wales
1933,1,128.8,Rainfall,Wales
1934,1,146.5,Rainfall,Wales
1935,1,55.9,Rainfall,Wales
1936,1,177.2,Rainfall,Wales
1937,1,183.3,Rainfall,Wales
1938,1,197.6,Rainfall,Wales
1939,1,213.9,Rainfall,Wales
1940,1,101.6,Rainfall,Wales
1941,1,101.4,Rainfall,Wales
1942,1,164.3,Rainfall,Wales
1943,1,223.0,Rainfall,Wales
1944,1,160.5,Rainfall,Wales
1945,1,111.6,Rainfall,Wales
1946,1,186.1,Rainfall,Wales
1947,1,137.6,Rainfall,Wales
1948,1,297.4,Rainfall,Wales
1949,1,81.1,Rainfall,Wales
1950,1,56.4,Rainfall,Wales
1951,1,151.3,Rainfall,Wales
1952,1,161.4,Rainfall,Wales
1953,1,53.4,Rainfall,Wales
1954,1,110.6,Rainfall,Wales
1955,1,110.8,Rainfall,Wales
1956,1,160.3,Rainfall,Wales
1957,1,161.4,Rainfall,Wales
1958,1,133.1,Rainfall,Wales
1959,1,163.3,Rainfall,Wales
1960,1,198.1,Rainfall,Wales
1961,1,170.2,Rainfall,Wales
1962,1,186.0,Rainfall,Wales
1963,1,28.3,Rainfall,Wales
1964,1,38.4,Rainfall,Wales
1965,1,177.7,Rainfall,Wales
1966,1,84.4,Rainfall,Wales
1967,1,107.5,Rainfall,Wales
1968,1,163.4,Rainfall,Wales
1969,1,170.3,Rainfall,Wales
1970,1,172.0,Rainfall,Wales
1971,1,177.6,Rainfall,Wales
1972,1,150.7,Rainfall,Wales
1973,1,75.6,Rainfall,Wales
1974,1,267.2,Rainfall,Wales
1975,1,226.5,Rainfall,Wales
1976,1,108.8,Rainfall,Wales
1977,1,138.5,Rainfall,Wales
1978,1,157.8,Rainfall,Wales
1979,1,128.0,Rainfall,Wales
1980,1,117.4,Rainfall,Wales
1981,1,93.0,Rainfall,Wales
1982,1,145.5,Rainfall,Wales
1983,1,214.5,Rainfall,Wales
1984,1,227.4,Rainfall,Wales
1985,1,93.4,Rainfall,Wales
1986,1,196.4,Rainfall,Wales
1987,1,41.3,Rainfall,Wales
1988,1,250.5,Rainfall,Wales
1989,1,94.8,Rainfall,Wales
1990,1,255.3,Rainfall,Wales
1991,1,157.2,Rainfall,Wales
1992,1,77.2,Rainfall,Wales
1993,1,204.7,Rainfall,Wales
1994,1,195.4,Rainfall,Wales
1995,1,250.9,Rainfall,Wales
1996,1,101.7,Rainfall,Wales
1997,1,12.0,Rainfall,Wales
1998,1,207.7,Rainfall,Wales
1999,1,250.9,Rainfall,Wales
2000,1,111.1,Rainfall,Wales
2001,1,100.6,Rainfall,Wales
2002,1,180.7,Rainfall,Wales
2003,1,114.1,Rainfall,Wales
2004,1,192.7,Rainfall,Wales
2005,1,124.0,Rainfall,Wales
2006,1,65.5,Rainfall,Wales
2007,1,203.3,Rainfall,Wales
2008,1,246.2,Rainfall,Wales
2009,1,168.4,Rainfall,Wales
2010,1,100.3,Rainfall,Wales
2011,1,149.3,Rainfall,Wales
2012,1,129.9,Rainfall,Wales
2013,1,140.3,Rainfall,Wales
2014,1,257.9,Rainfall,Wales
2015,1,187.7,Rainfall,Wales
2016,1,243.8,Rainfall,Wales
2017,1,83.3,Rainfall,Wales
2018,1,170.1,Rainfall,Wales
2019,1,81.6,Rainfall,Wales
2020,1,146.1,Rainfall,Wales
2021,1,213.3,Rainfall,Wales
2022,1,70.7,Rainfall,Wales
2023,1,198.2,Rainfall,Wales
2024,1,167.0,Rainfall,Wales
2025,1,150.1,Rainfall,Wales
2026,1,175.6,Rainfall,Wales
1836,2,76.5,Rainfall,Wales
1837,2,143.9,Rainfall,Wales
1838,2,83.7,Rainfall,Wales
1839,2,93.8,Rainfall,Wales
1840,2,102.4,Rainfall,Wales
1841,2,78.7,Rainfall,Wales
1842,2,69.3,Rainfall,Wales
1843,2,62.9,Rainfall,Wales
1844,2,119.3,Rainfall,Wales
1845,2,48.1,Rainfall,Wales
1846,2,59.0,Rainfall,Wales
1847,2,85.3,Rainfall,Wales
1848,2,180.6,Rainfall,Wales
1849,2,66.6,Rainfall,Wales
1850,2,91.1,Rainfall,Wales
1851,2,67.3,Rainfall,Wales
1852,2,140.1,Rainfall,Wales
1853,2,49.1,Rainfall,Wales
1854,2,56.0,Rainfall,Wales
1855,2,47.5,Rainfall,Wales
1856,2,108.7,Rainfall,Wales
1857,2,87.6,Rainfall,Wales
1858,2,31.7,Rainfall,Wales
1859,2,83.1,Rainfall,Wales
1860,2,56.7,Rainfall,Wales
1861,2,125.0,Rainfall,Wales
1862,2,32.5,Rainfall,Wales
1863,2,54.4,Rainfall,Wales
1864,2,67.9,Rainfall,Wales
1865,2,103.5,Rainfall,Wales
1866,2,149.2,Rainfall,Wales
1867,2,103.5,Rainfall,Wales
1868,2,95.5,Rainfall,Wales
1869,2,165.5,Rainfall,Wales
1870,2,111.5,Rainfall,Wales
1871,2,104.6,Rainfall,Wales
1872,2,163.7,Rainfall,Wales
1873,2,53.5,Rainfall,Wales
1874,2,108.0,Rainfall,Wales
1875,2,69.4,Rainfall,Wales
1876,2,162.6,Rainfall,Wales
1877,2,140.4,Rainfall,Wales
1878,2,74.5,Rainfall,Wales
1879,2,144.1,Rainfall,Wales
1880,2,130.9,Rainfall,Wales
1881,2,154.5,Rainfall,Wales
1882,2,119.2,Rainfall,Wales
1883,2,168.9,Rainfall,Wales
1884,2,163.2,Rainfall,Wales
1885,2,175.7,Rainfall,Wales
1886,2,48.0,Rainfall,Wales
1887,2,42.2,Rainfall,Wales
1888,2,33.1,Rainfall,Wales
1889,2,83.9,Rainfall,Wales
1890,2,34.1,Rainfall,Wales
1891,2,8.1,Rainfall,Wales
1892,2,75.2,Rainfall,Wales
1893,2,164.5,Rainfall,Wales
1894,2,141.2,Rainfall,Wales
1895,2,10.0,Rainfall,Wales
1896,2,37.6,Rainfall,Wales
1897,2,116.4,Rainfall,Wales
1898,2,97.0,Rainfall,Wales
1899,2,125.5,Rainfall,Wales
1900,2,156.7,Rainfall,Wales
1901,2,49.9,Rainfall,Wales
1902,2,48.6,Rainfall,Wales
1903,2,123.8,Rainfall,Wales
1904,2,154.5,Rainfall,Wales
1905,2,60.8,Rainfall,Wales
1906,2,120.6,Rainfall,Wales
1907,2,70.2,Rainfall,Wales
1908,2,92.0,Rainfall,Wales
1909,2,32.6,Rainfall,Wales
1910,2,169.0,Rainfall,Wales
1911,2,111.0,Rainfall,Wales
1912,2,95.0,Rainfall,Wales
1913,2,68.6,Rainfall,Wales
1914,2,157.5,Rainfall,Wales
1915,2,204.8,Rainfall,Wales
1916,2,167.1,Rainfall,Wales
1917,2,45.9,Rainfall,Wales
1918,2,130.0,Rainfall,Wales
1919,2,88.1,Rainfall,Wales
1920,2,98.8,Rainfall,Wales
1921,2,11.3,Rainfall,Wales
1922,2,169.1,Rainfall,Wales
1923,2,261.0,Rainfall,Wales
1924,2,25.4,Rainfall,Wales
1925,2,219.7,Rainfall,Wales
1926,2,117.4,Rainfall,Wales
1927,2,108.4,Rainfall,Wales
1928,2,156.0,Rainfall,Wales
1929,2,40.0,Rainfall,Wales
1930,2,18.9,Rainfall,Wales
1931,2,136.3,Rainfall,Wales
1932,2,3.3,Rainfall,Wales
1933,2,130.0,Rainfall,Wales
1934,2,14.5,Rainfall,Wales
1935,2,167.4,Rainfall,Wales
1936,2,78.5,Rainfall,Wales
1937,2,208.0,Rainfall,Wales
1938,2,63.9,Rainfall,Wales
1939,2,131.2,Rainfall,Wales
1940,2,118.5,Rainfall,Wales
1941,2,135.1,Rainfall,Wales
1942,2,34.6,Rainfall,Wales
1943,2,101.9,Rainfall,Wales
1944,2,55.1,Rainfall,Wales
1945,2,163.4,Rainfall,Wales
1946,2,159.8,Rainfall,Wales
1947,2,55.3,Rainfall,Wales
1948,2,91.1,Rainfall,Wales
1949,2,68.1,Rainfall,Wales
1950,2,225.7,Rainfall,Wales
1951,2,142.7,Rainfall,Wales
1952,2,46.9,Rainfall,Wales
1953,2,81.6,Rainfall,Wales
1954,2,135.2,Rainfall,Wales
1955,2,75.3,Rainfall,Wales
1956,2,21.1,Rainfall,Wales
1957,2,133.7,Rainfall,Wales
1958,2,198.8,Rainfall,Wales
1959,2,22.7,Rainfall,Wales
1960,2,153.4,Rainfall,Wales
1961,2,111.9,Rainfall,Wales
1962,2,73.3,Rainfall,Wales
1963,2,47.0,Rainfall,Wales
1964,2,45.7,Rainfall,Wales
1965,2,15.3,Rainfall,Wales
1966,2,179.6,Rainfall,Wales
1967,2,162.9,Rainfall,Wales
1968,2,50.3,Rainfall,Wales
1969,2,97.5,Rainfall,Wales
1970,2,148.0,Rainfall,Wales
1971,2,71.6,Rainfall,Wales
1972,2,120.3,Rainfall,Wales
1973,2,89.1,Rainfall,Wales
1974,2,177.2,Rainfall,Wales
1975,2,50.0,Rainfall,Wales
1976,2,76.1,Rainfall,Wales
1977,2,224.4,Rainfall,Wales
1978,2,117.3,Rainfall,Wales
1979,2,71.2,Rainfall,Wales
1980,2,156.5,Rainfall,Wales
1981,2,91.2,Rainfall,Wales
1982,2,100.2,Rainfall,Wales
1983,2,55.1,Rainfall,Wales
1984,2,96.2,Rainfall,Wales
1985,2,53.4,Rainfall,Wales
1986,2,7.5,Rainfall,Wales
1987,2,108.9,Rainfall,Wales
1988,2,102.9,Rainfall,Wales
1989,2,163.9,Rainfall,Wales
1990,2,229.0,Rainfall,Wales
1991,2,101.2,Rainfall,Wales
1992,2,86.8,Rainfall,Wales
1993,2,25.4,Rainfall,Wales
1994,2,134.4,Rainfall,Wales
1995,2,192.1,Rainfall,Wales
1996,2,132.7,Rainfall,Wales
1997,2,224.8,Rainfall,Wales
1998,2,44.6,Rainfall,Wales
